Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-3/-3a Measure Description,SUB-3 Denominator,TOB-3/-3a Measure Description,TOB-3 Denominator,FUH Measure Description,FUH-30 Denominator,READM-30-IPF Measure Desc,READM-30-IPF Denominator
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,11,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),166
134002,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET,BOISE,ID,83704,ADA,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,314,Tobacco use treatment provided or offered at discharge,237,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,172,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),791
454133,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,TRAVIS,Patients discharged on multiple antipsychotic medications with appropriate justification,35,Alcohol and other drug use disorder treatment provided or offered at discharge,111,Tobacco use treatment provided or offered at discharge,102,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,100,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),268
70004,SHARON HOSPITAL,50 HOSPITAL HILL ROAD,SHARON,CT,6069,LITCHFIELD,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,18,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),319
114028,GEORGIA REGIONAL HOSP SAVANNAH,1915 EISENHOWER DRIVE,SAVANNAH,GA,31416,CHATHAM,Patients discharged on multiple antipsychotic medications with appropriate justification,154,Alcohol and other drug use disorder treatment provided or offered at discharge,467,Tobacco use treatment provided or offered at discharge,420,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),60
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,20,Tobacco use treatment provided or offered at discharge,54,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),143
174020,COTTONWOOD SPRINGS LLC,13351 S ARAPAHO DRIVE,OLATHE,KS,66062,JOHNSON,Patients discharged on multiple antipsychotic medications with appropriate justification,68,Alcohol and other drug use disorder treatment provided or offered at discharge,1342,Tobacco use treatment provided or offered at discharge,1432,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,243,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),881
44007,RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,100 RIVENDELL DRIVE,BENTON,AR,72019,SALINE,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol and other drug use disorder treatment provided or offered at discharge,187,Tobacco use treatment provided or offered at discharge,162,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,205,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),588
340120,VIDANT DUPLIN HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,DUPLIN,Patients discharged on multiple antipsychotic medications with appropriate justification,47,Alcohol and other drug use disorder treatment provided or offered at discharge,298,Tobacco use treatment provided or offered at discharge,401,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,133,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),314
230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,Patients discharged on multiple antipsychotic medications with appropriate justification,52,Alcohol and other drug use disorder treatment provided or offered at discharge,287,Tobacco use treatment provided or offered at discharge,319,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,244,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),710
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),168
250093,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,CLEVELAND,MS,38732,BOLIVAR,Patients discharged on multiple antipsychotic medications with appropriate justification,21,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,15,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,21,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),393
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,Patients discharged on multiple antipsychotic medications with appropriate justification,24,Alcohol and other drug use disorder treatment provided or offered at discharge,132,Tobacco use treatment provided or offered at discharge,99,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,186,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),531
364058,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,FRANKLIN,Patients discharged on multiple antipsychotic medications with appropriate justification,22,Alcohol and other drug use disorder treatment provided or offered at discharge,175,Tobacco use treatment provided or offered at discharge,188,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,119,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),130
394020,PHILHAVEN HOSPITAL,283 SOUTH BUTLER ROAD,MT GRETNA,PA,17064,LEBANON,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol and other drug use disorder treatment provided or offered at discharge,121,Tobacco use treatment provided or offered at discharge,191,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,86,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),188
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,CARROLL,Patients discharged on multiple antipsychotic medications with appropriate justification,26,Alcohol and other drug use disorder treatment provided or offered at discharge,415,Tobacco use treatment provided or offered at discharge,416,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,225,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),614
450054,BAYLOR SCOTT & WHITE PAVILION - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,BELL,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,176,Tobacco use treatment provided or offered at discharge,130,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,80,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),268
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,8060,BURLINGTON,Patients discharged on multiple antipsychotic medications with appropriate justification,16,Alcohol and other drug use disorder treatment provided or offered at discharge,186,Tobacco use treatment provided or offered at discharge,184,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,93,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),286
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,GENESEE,Patients discharged on multiple antipsychotic medications with appropriate justification,20,Alcohol and other drug use disorder treatment provided or offered at discharge,171,Tobacco use treatment provided or offered at discharge,341,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,145,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),331
330088,STONY BROOK EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,19,Tobacco use treatment provided or offered at discharge,269,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),181
