Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,Hours of physical-restraint use,10.6,Hours of seclusion use,75.08,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,126,Tobacco use treatment provided or offered,190,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"2300 PATTERSON STREET NASHVILLE, TN 37203 (36.152907, -86.807646)"
524008,MENDOTA MENTAL HEALTH INSTITUTE,301 TROY DR,MADISON,WI,53704,DANE,Hours of physical-restraint use,5.09,Hours of seclusion use,54.13,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,16,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"301 TROY DR MADISON, WI 53704 (43.134545, -89.396759)"
390201,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,MONROE,Hours of physical-restraint use,110.25,Hours of seclusion use,225.08,Patients discharged on multiple antipsychotic medications with appropriate justification,33,Alcohol use brief intervention provided or offered,34,Tobacco use treatment provided or offered,175,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"206 EAST BROWN STREET EAST STROUDSBURG, PA 18301 (40.992284, -75.174327)"
104001,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,PEMBROKE PINES,FL,33025,BROWARD,Hours of physical-restraint use,0.3,Hours of seclusion use,1.67,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"800 E CYPRESS DR PEMBROKE PINES, FL 33025 (26.001485, -80.249463)"
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,VOLUSIA,Hours of physical-restraint use,90.52,Hours of seclusion use,49.31,Patients discharged on multiple antipsychotic medications with appropriate justification,36,Alcohol use brief intervention provided or offered,85,Tobacco use treatment provided or offered,240,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"303 N CLYDE MORRIS BLVD DAYTONA BEACH, FL 32114 (29.20055, -81.05534)"
360134,GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,CINCINNATI,OH,45220,HAMILTON,Hours of physical-restraint use,595.77,Hours of seclusion use,235.62,Patients discharged on multiple antipsychotic medications with appropriate justification,15,Alcohol use brief intervention provided or offered,90,Tobacco use treatment provided or offered,265,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"375 DIXMYTH AVENUE CINCINNATI, OH 45220 (39.140612, -84.52227)"
280065,GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,Hours of physical-restraint use,9.24,Hours of seclusion use,17.77,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,106,Tobacco use treatment provided or offered,319,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,80,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"601 WEST LEOTA ST NORTH PLATTE, NE 69101 (41.120746, -100.770199)"
110142,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,CLAXTON,GA,30417,EVANS,Hours of physical-restraint use,0,Hours of seclusion use,2.27,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,17,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"200 N RIVER STREET CLAXTON, GA 30417 (32.164133, -81.900403)"
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,Hours of physical-restraint use,175.45,Hours of seclusion use,38.69,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,113,Tobacco use treatment provided or offered,173,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"600 HIGHLAND AVENUE MADISON, WI 53792 (43.077218, -89.429063)"
370039,HILLCREST HOSPITAL CLAREMORE,1202 N MUSKOGEE PLACE,CLAREMORE,OK,74017,ROGERS,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,18,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1202 N MUSKOGEE PLACE CLAREMORE, OK 74017 (36.32253, -95.605336)"
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,29,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,14.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"42024 HIGHWAY 195 E HALEYVILLE, AL 35565 (34.241718, -87.589857)"
14012,MARY S HARPER GERIATRIC PSYCHIATRY CENTER,201 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,TUSCALOOSA,Hours of physical-restraint use,20.92,Hours of seclusion use,10.75,Patients discharged on multiple antipsychotic medications with appropriate justification,28,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,18,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,20,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"201 UNIVERSITY BLVD TUSCALOOSA, AL 35401 (33.208009, -87.537359)"
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,SCHUYLKILL,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,32,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,"420 SOUTH JACKSON STREET POTTSVILLE, PA 17901 (40.683749, -76.188858)"
191307,DEQUINCY MEMORIAL HOSPITAL,110 WEST 4TH STREET,DEQUINCY,LA,70633,CALCASIEU,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,20,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,85,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"110 WEST 4TH STREET DEQUINCY, LA 70633 (30.451803, -93.437191)"
50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,3802,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,29,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2601 E CHAPMAN AVE ORANGE, CA 92869 (33.787878, -117.827058)"
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,AUGUSTA,Hours of physical-restraint use,774.96,Hours of seclusion use,16.22,Patients discharged on multiple antipsychotic medications with appropriate justification,22,Alcohol use brief intervention provided or offered,76,Tobacco use treatment provided or offered,353,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,76.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"78 MEDICAL CENTER DRIVE FISHERSVILLE, VA 22939 (38.092332, -78.988461)"
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,ST. LOUIS,Hours of physical-restraint use,3.98,Hours of seclusion use,3.58,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,25,Tobacco use treatment provided or offered,66,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,
184007,THE BROOK HOSPITAL - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,JEFFERSON,Hours of physical-restraint use,7.32,Hours of seclusion use,25.28,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,161,Tobacco use treatment provided or offered,208,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1405 BROWNS LANE LOUISVILLE, KY 40207 (38.234979, -85.628844)"
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,Hours of physical-restraint use,40.63,Hours of seclusion use,14.15,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,148,Tobacco use treatment provided or offered,351,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"400 NORTH PLEASANT AVENUE CENTRALIA, IL 62801 (38.530809, -89.115999)"
